route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
25,7069_RO,7069_612,DROSZKÓW PRZEZ ZATORZE I PARK,,0,30/1,518464,0,0
25,7069_RO,7069_613,DWORZEC GŁÓWNY PRZEZ PARK TECH.,,1,30/1,518466,0,0
102,7069_RO,7069_615,OS. DOLINA ZIELONA,,0,101/2,518576,0,0
101,7069_RO,7069_627,LECHITÓW PRZEZ SZPITAL,,0,101/1,518345,0,0
27,7069_RO,7069_629,JELENIÓW,,0,55P/10,518348,0,0
27,7069_RO,7069_633,WYSPIAŃSKIEGO,,1,55P/10,518347,0,0
2,7069_RO,7069_64,JĘDRZYCHÓW,,0,1/21,518437,0,0
102,7069_RO,7069_641,OS. DOLINA ZIELONA,,0,101/4,518576,0,0
101,7069_RO,7069_642,LECHITÓW,,0,101/3,518340,0,0
27,7069_RO,7069_645,JELENIÓW,,0,44/1,518348,0,0
27,7069_RO,7069_646,WYSPIAŃSKIEGO,,1,44/1,518347,0,0
27,7069_RO,7069_648,OCHLA,,0,44/1,518349,0,0
27,7069_RO,7069_649,WYSPIAŃSKIEGO,,1,44/1,518354,0,0
12,7069_RO,7069_65,"ZAWADZKIEGO ""ZOŚKI""",,0,12/1,518494,0,0
1,7069_RO,7069_652,DWORZEC GŁÓWNY,,0,27/20,518410,0,0
12,7069_RO,7069_657,DWORZEC GŁÓWNY,,1,12/1,518496,0,0
12,7069_RO,7069_658,DWORZEC GŁÓWNY,,1,12/1,518496,0,0
1,7069_RO,7069_67,CHYNÓW PRZEZ DZIAŁKI,,1,1/21,518397,0,0
101,7069_RO,7069_672,LECHITÓW,,0,101/1,518340,0,0
6,7069_RO,7069_68,OS. BRANIBORSKIE,,0,6/1,518284,0,0
102,7069_RO,7069_694,OS. DOLINA ZIELONA,,0,101/2,518576,0,0
101,7069_RO,7069_696,LECHITÓW,,0,101/3,518340,0,0
102,7069_RO,7069_706,OS. DOLINA ZIELONA,,0,101/4,518576,0,0
101,7069_RO,7069_709,LECHITÓW,,0,101/1,518340,0,0
0,7069_RO,7069_712,WROCŁAWSKA,,0,2/11,518386,0,0
30,7069_RO,7069_717,ŁUGOWO,,0,30/10,518373,0,0
30,7069_RO,7069_719,DWORZEC GŁÓWNY,,1,30/10,518377,0,0
2,7069_RO,7069_725,PRZYLEP,,1,2/10,518434,0,0
30,7069_RO,7069_726,ŁUGOWO,,0,30/22,518373,0,0
30,7069_RO,7069_730,DWORZEC GŁÓWNY,,1,30/22,518377,0,0
30,7069_RO,7069_732,ŁUGOWO,,0,30/20,518373,0,0
30,7069_RO,7069_733,DWORZEC GŁÓWNY,,1,30/20,518377,0,0
30,7069_RO,7069_739,BARCIKOWICE,,0,30/20,518378,0,0
1,7069_RO,7069_74,JĘDRZYCHÓW,,0,1/1,518406,0,0
101,7069_RO,7069_740,LECHITÓW,,0,101/3,518340,0,0
30,7069_RO,7069_741,DWORZEC GŁÓWNY,,1,30/20,518372,0,0
3,7069_RO,7069_744,DWORZEC GŁÓWNY,,0,1/21,518283,0,0
30,7069_RO,7069_747,ŁUGOWO,,0,22/20,518373,0,0
30,7069_RO,7069_749,DWORZEC GŁÓWNY,,1,22/20,518377,0,0
6,7069_RO,7069_75,OS. BRANIBORSKIE,,0,6/1,518284,0,0
25,7069_RO,7069_752,DROSZKÓW,,0,25/20,518459,0,0
25,7069_RO,7069_754,DWORZEC GŁÓWNY,,1,25/20,518461,0,0
30,7069_RO,7069_755,BARCIKOWICE,,0,30/21,518378,0,0
30,7069_RO,7069_756,DWORZEC GŁÓWNY,,1,30/21,518372,0,0
19,7069_RO,7069_760,OS. ŚLĄSKIE,,0,38/10,518286,0,0
38,7069_RO,7069_761,BOTANICZNA,,0,38/10,518419,0,0
14,7069_RO,7069_762,OS. ŚLĄSKIE,,0,38/10,518389,0,0
14,7069_RO,7069_763,"ZAWADZKIEGO ""ZOŚKI""",,1,38/10,518388,0,0
3,7069_RO,7069_767,ZAJEZDNIA CHEMICZNA,,1,1/21,518282,0,0
1,7069_RO,7069_77,CHYNÓW,,1,1/1,518409,0,0
39,7069_RO,7069_771,OS. CZARKOWO,,1,39/20,518338,0,0
101,7069_RO,7069_772,LECHITÓW,,0,101/1,518343,0,0
30,7069_RO,7069_774,ŁUGOWO,,0,39/20,518373,0,0
30,7069_RO,7069_775,DWORZEC GŁÓWNY,,1,39/20,518377,0,0
102,7069_RO,7069_776,OS. DOLINA ZIELONA,,0,101/2,518576,0,0
102,7069_RO,7069_783,OS. DOLINA ZIELONA,,0,101/4,518576,0,0
102,7069_RO,7069_784,OS. DOLINA ZIELONA,,0,101/2,518576,0,0
101,7069_RO,7069_785,LECHITÓW,,0,101/3,518343,0,0
101,7069_RO,7069_787,LECHITÓW,,0,101/1,518340,0,0
101,7069_RO,7069_789,LECHITÓW,,0,101/3,518340,0,0
101,7069_RO,7069_790,LECHITÓW,,0,101/1,518340,0,0
5,7069_RO,7069_793,OS. CZARKOWO,,1,5/10,518371,0,0
5,7069_RO,7069_794,OS. LEŚNE,,0,5/10,518369,0,0
5,7069_RO,7069_795,OS. CZARKOWO,,1,5/10,518371,0,0
5,7069_RO,7069_796,OS. LEŚNE,,0,5/10,518369,0,0
5,7069_RO,7069_797,ZAJEZDNIA CHEMICZNA,,1,5/10,518370,0,0
5,7069_RO,7069_799,OS. LEŚNE,,0,5/11,518369,0,0
5,7069_RO,7069_800,OS. CZARKOWO,,1,5/11,518371,0,0
5,7069_RO,7069_801,OS. LEŚNE,,0,5/11,518369,0,0
5,7069_RO,7069_802,OS. CZARKOWO,,1,5/11,518371,0,0
5,7069_RO,7069_803,OS. LEŚNE,,0,5/11,518369,0,0
102,7069_RO,7069_806,OS. DOLINA ZIELONA,,0,101/4,518576,0,0
5,7069_RO,7069_807,OS. LEŚNE,,0,5/20,518369,0,0
5,7069_RO,7069_808,OS. CZARKOWO,,1,5/20,518371,0,0
5,7069_RO,7069_809,OS. LEŚNE,,0,5/20,518369,0,0
5,7069_RO,7069_810,OS. CZARKOWO,,1,5/20,518371,0,0
5,7069_RO,7069_812,OS. LEŚNE,,0,5/20,518369,0,0
0,7069_RO,7069_813,WROCŁAWSKA,,0,1/1,518386,0,0
0,7069_RO,7069_814,"ZAWADZKIEGO ""ZOŚKI""",,1,1/1,518379,0,0
0,7069_RO,7069_816,WROCŁAWSKA,,0,1/1,518386,0,0
0,7069_RO,7069_817,"ZAWADZKIEGO ""ZOŚKI""",,1,1/1,518379,0,0
0,7069_RO,7069_818,WROCŁAWSKA,,0,1/1,518386,0,0
0,7069_RO,7069_819,ZAJEZDNIA CHEMICZNA,,1,1/1,518383,0,0
5,7069_RO,7069_822,OS. LEŚNE,,0,5/5,518369,0,0
5,7069_RO,7069_823,OS. CZARKOWO,,1,5/5,518371,0,0
5,7069_RO,7069_824,OS. LEŚNE,,0,5/5,518369,0,0
5,7069_RO,7069_826,OS. CZARKOWO,,1,5/5,518371,0,0
0,7069_RO,7069_830,"ZAWADZKIEGO ""ZOŚKI""",,1,0/4,518379,0,0
5,7069_RO,7069_831,OS. LEŚNE,,0,5/22,518369,0,0
5,7069_RO,7069_832,OS. CZARKOWO,,1,5/22,518371,0,0
5,7069_RO,7069_833,OS. LEŚNE,,0,5/22,518369,0,0
5,7069_RO,7069_834,OS. CZARKOWO,,1,5/22,518371,0,0
8,7069_RO,7069_837,OS. ŚLĄSKIE,,0,8/10,518499,0,0
8,7069_RO,7069_838,BOTANICZNA,,1,8/10,518500,0,0
8,7069_RO,7069_839,OS. ŚLĄSKIE,,0,8/10,518499,0,0
8,7069_RO,7069_840,BOTANICZNA,,1,8/10,518500,0,0
8,7069_RO,7069_841,OS. ŚLĄSKIE,,0,8/10,518499,0,0
8,7069_RO,7069_842,BOTANICZNA,,1,8/10,518500,0,0
8,7069_RO,7069_845,BOTANICZNA,,1,8/20,518500,0,0
8,7069_RO,7069_846,OS. ŚLĄSKIE,,0,8/20,518499,0,0
8,7069_RO,7069_847,BOTANICZNA,,1,8/20,518500,0,0
8,7069_RO,7069_848,OS. ŚLĄSKIE,,0,8/20,518499,0,0
8,7069_RO,7069_849,BOTANICZNA,,1,8/20,518500,0,0
6,7069_RO,7069_85,OS. BRANIBORSKIE,,0,6/1,518284,0,0
8,7069_RO,7069_850,OS. ŚLĄSKIE,,0,8/20,518499,0,0
0,7069_RO,7069_853,PKP NOWY KISIELIN,,0,0/10,518385,0,0
0,7069_RO,7069_854,"ZAWADZKIEGO ""ZOŚKI""",,1,0/10,518380,0,0
0,7069_RO,7069_855,WROCŁAWSKA,,0,0/10,518386,0,0
0,7069_RO,7069_856,"ZAWADZKIEGO ""ZOŚKI""",,1,0/10,518379,0,0
0,7069_RO,7069_857,WROCŁAWSKA,,0,0/10,518386,0,0
0,7069_RO,7069_858,"ZAWADZKIEGO ""ZOŚKI""",,1,0/10,518379,0,0
1,7069_RO,7069_86,JĘDRZYCHÓW,,0,1/2,518406,0,0
0,7069_RO,7069_861,"ZAWADZKIEGO ""ZOŚKI""",,1,0/11,518379,0,0
0,7069_RO,7069_863,WROCŁAWSKA,,0,0/11,518386,0,0
0,7069_RO,7069_864,"ZAWADZKIEGO ""ZOŚKI""",,1,0/11,518379,0,0
0,7069_RO,7069_865,WROCŁAWSKA,,0,0/11,518386,0,0
0,7069_RO,7069_866,"ZAWADZKIEGO ""ZOŚKI""",,1,0/11,518379,0,0
101,7069_RO,7069_867,LECHITÓW,,0,101/3,518340,0,0
0,7069_RO,7069_869,"ZAWADZKIEGO ""ZOŚKI""",,1,0/20,518379,0,0
0,7069_RO,7069_870,WROCŁAWSKA,,0,0/20,518386,0,0
0,7069_RO,7069_871,"ZAWADZKIEGO ""ZOŚKI""",,1,0/20,518379,0,0
0,7069_RO,7069_872,WROCŁAWSKA,,0,0/20,518386,0,0
0,7069_RO,7069_873,"ZAWADZKIEGO ""ZOŚKI""",,1,0/20,518379,0,0
0,7069_RO,7069_875,WROCŁAWSKA,,0,0/20,518386,0,0
0,7069_RO,7069_878,WROCŁAWSKA,,0,0/21,518386,0,0
0,7069_RO,7069_879,"ZAWADZKIEGO ""ZOŚKI""",,1,0/21,518379,0,0
12,7069_RO,7069_88,"ZAWADZKIEGO ""ZOŚKI""",,0,12/1,518494,0,0
0,7069_RO,7069_880,WROCŁAWSKA,,0,0/21,518386,0,0
0,7069_RO,7069_881,"ZAWADZKIEGO ""ZOŚKI""",,1,0/21,518379,0,0
0,7069_RO,7069_882,WROCŁAWSKA,,0,0/21,518386,0,0
0,7069_RO,7069_883,"ZAWADZKIEGO ""ZOŚKI""",,1,0/21,518379,0,0
9,7069_RO,7069_886,JĘDRZYCHÓW,,0,9/11,518324,0,0
9,7069_RO,7069_887,OS. CZARKOWO,,1,9/11,518323,0,0
1,7069_RO,7069_89,JĘDRZYCHÓW,,0,1/2,518411,0,0
10,7069_RO,7069_893,DRZONKÓW,,1,10/1,518583,0,0
9,7069_RO,7069_894,JĘDRZYCHÓW,,0,9/1,518324,0,0
101,7069_RO,7069_897,LECHITÓW,,0,101/1,518340,0,0
1,7069_RO,7069_90,CHYNÓW,,1,1/2,518409,0,0
9,7069_RO,7069_900,JĘDRZYCHÓW,,0,9/11,518324,0,0
9,7069_RO,7069_901,OS. CZARKOWO,,1,9/11,518323,0,0
9,7069_RO,7069_903,OS. CZARKOWO,,1,9/1,518323,0,0
10,7069_RO,7069_904,WYCZÓŁKOWSKIEGO,,0,10/1,518581,0,0
101,7069_RO,7069_905,LECHITÓW,,0,101/3,518340,0,0
10,7069_RO,7069_910,DRZONKÓW,,1,10/1,518583,0,0
10,7069_RO,7069_911,WYCZÓŁKOWSKIEGO,,0,10/1,518581,0,0
10,7069_RO,7069_914,DRZONKÓW,,1,10/2,518583,0,0
101,7069_RO,7069_918,LECHITÓW,,0,101/3,518340,0,0
9,7069_RO,7069_920,OS. CZARKOWO,,1,1/22,518323,0,0
25,7069_RO,7069_924,DROSZKÓW,,0,20/10,518459,0,0
25,7069_RO,7069_925,DWORZEC GŁÓWNY,,1,20/10,518461,0,0
39,7069_RO,7069_926,BOTANICZNA,,0,20/10,518339,0,0
19,7069_RO,7069_927,OS. ŚLĄSKIE,,0,14/4,518286,0,0
19,7069_RO,7069_928,ŁĘŻYCA,,1,19/3,518287,0,0
19,7069_RO,7069_929,OS. ŚLĄSKIE,,0,19/3,518293,0,0
19,7069_RO,7069_930,OS. CZARKOWO,,1,19/3,518289,0,0
19,7069_RO,7069_931,OS. ŚLĄSKIE,,0,19/3,518286,0,0
19,7069_RO,7069_932,OS. CZARKOWO,,1,19/3,518289,0,0
19,7069_RO,7069_933,OS. ŚLĄSKIE,,0,19/3,518286,0,0
19,7069_RO,7069_934,OS. CZARKOWO,,1,19/20,518289,0,0
19,7069_RO,7069_935,OS. ŚLĄSKIE,,0,19/20,518286,0,0
19,7069_RO,7069_936,ŁĘŻYCA,,1,19/3,518287,0,0
19,7069_RO,7069_937,OS. ŚLĄSKIE,,0,19/3,518293,0,0
19,7069_RO,7069_938,OS. CZARKOWO,,1,19/3,518289,0,0
2,7069_RO,7069_944,JĘDRZYCHÓW,,0,2/10,518437,0,0
1,7069_RO,7069_945,CHYNÓW PRZEZ SŁUBICKĄ,,1,2/10,518403,0,0
19,7069_RO,7069_946,ŁĘŻYCA,,1,19/4,518287,0,0
19,7069_RO,7069_947,OS. ŚLĄSKIE,,0,19/4,518293,0,0
19,7069_RO,7069_949,OS. CZARKOWO,,1,19/2,518289,0,0
19,7069_RO,7069_950,OS. ŚLĄSKIE,,0,19/2,518286,0,0
19,7069_RO,7069_951,OS. CZARKOWO,,1,19/4,518289,0,0
19,7069_RO,7069_952,OS. ŚLĄSKIE,,0,19/4,518286,0,0
19,7069_RO,7069_953,ŁĘŻYCA,,1,19/4,518287,0,0
19,7069_RO,7069_954,OS. ŚLĄSKIE,,0,19/4,518293,0,0
19,7069_RO,7069_955,OS. CZARKOWO,,1,19/4,518289,0,0
19,7069_RO,7069_956,OS. ŚLĄSKIE,,0,19/4,518286,0,0
19,7069_RO,7069_957,ŁĘŻYCA,,1,19/4,518287,0,0
19,7069_RO,7069_958,OS. ŚLĄSKIE,,0,19/4,518293,0,0
19,7069_RO,7069_959,OS. CZARKOWO,,1,19/4,518289,0,0
102,7069_RO,7069_962,OS. DOLINA ZIELONA,,0,101/2,518576,0,0
19,7069_RO,7069_963,OS. CZARKOWO,,1,14/1,518289,0,0
19,7069_RO,7069_964,OS. ŚLĄSKIE,,0,14/1,518286,0,0
19,7069_RO,7069_965,OS. CZARKOWO,,1,19/5,518289,0,0
19,7069_RO,7069_966,OS. ŚLĄSKIE,,0,19/5,518286,0,0
19,7069_RO,7069_967,ŁĘŻYCA,,1,19/5,518287,0,0
19,7069_RO,7069_968,OS. ŚLĄSKIE,,0,19/5,518293,0,0
19,7069_RO,7069_969,OS. CZARKOWO,,1,19/5,518289,0,0
19,7069_RO,7069_970,OS. ŚLĄSKIE,,0,19/5,518286,0,0
19,7069_RO,7069_971,OS. CZARKOWO,,1,19/5,518289,0,0
19,7069_RO,7069_972,OS. ŚLĄSKIE,,0,19/5,518286,0,0
19,7069_RO,7069_973,ŁĘŻYCA,,1,19/5,518287,0,0
19,7069_RO,7069_974,OS. ŚLĄSKIE,,0,19/5,518293,0,0
19,7069_RO,7069_975,OS. CZARKOWO,,1,19/5,518289,0,0
19,7069_RO,7069_977,OS. ŚLĄSKIE,,0,19/5,518286,0,0
19,7069_RO,7069_978,ŁĘŻYCA,,1,19/5,518287,0,0
19,7069_RO,7069_979,OS. ŚLĄSKIE,,0,30/21,518293,0,0
1,7069_RO,7069_98,CHYNÓW PRZEZ SŁUBICKĄ,,1,1/1,518403,0,0
19,7069_RO,7069_980,ŁĘŻYCA,,1,30/21,518287,0,0
19,7069_RO,7069_981,OS. ŚLĄSKIE,,0,30/21,518293,0,0
19,7069_RO,7069_982,OS. CZARKOWO,,1,30/21,518289,0,0
19,7069_RO,7069_983,OS. ŚLĄSKIE,,0,30/21,518286,0,0
19,7069_RO,7069_984,ŁĘŻYCA,,1,14/4,518287,0,0
19,7069_RO,7069_985,OS. ŚLĄSKIE,,0,14/4,518293,0,0
19,7069_RO,7069_986,ZAJEZDNIA CHEMICZNA,,1,14/4,518291,0,0
20,7069_RO,7069_988,DWORZEC GŁÓWNY,,1,20/10,518448,0,0
1,7069_RO,7069_99,JĘDRZYCHÓW,,0,1/2,518411,0,0
20,7069_RO,7069_991,PRZYLEP,,0,20/1,518445,0,0
20,7069_RO,7069_992,DWORZEC GŁÓWNY,,1,20/1,518448,0,0
20,7069_RO,7069_993,PRZYLEP,,0,20/1,518445,0,0
20,7069_RO,7069_994,DWORZEC GŁÓWNY,,1,20/1,518448,0,0
30,7069_RO,7069_995,ŁUGOWO,,0,20/1,518373,0,0
30,7069_RO,7069_996,DWORZEC GŁÓWNY,,1,20/1,518377,0,0
22,7069_RO,7069_997,CHYNÓW,,0,20/1,518425,0,0
22,7069_RO,7069_998,DWORZEC GŁÓWNY,,1,20/1,518423,0,0
22,7069_RO,7069_999,CHYNÓW,,0,20/1,518422,0,0
